,addr,amount
985,terra1376ghe2yntgxdct36chx83lrrva9jrrfym2j2p,936337453
986,terra1f2fz3wujnxme549pjcwtpuea4cxjnvvr87cs48,936056249
987,terra1uytm3azugzkzmcfklmpt6weaa7yrcsm4gh8z0z,935695805
988,terra124y8rdnugmzlg0n4nwah56630flptjxwelz5xx,935450033
989,terra175gc3q6wmp7uanmal9z2ekey07lhmmtqs7yusx,934556161
990,terra10adp2eqmyjjm3v5wgy7gwkkw09s2dhy090ug94,934465652
991,terra1u9vafmhg2e29f74d3kjt9te6ry3j80u2ay8yry,932882138
992,terra1vmunywvycwsjvsa3dq5dgjhue5z6hzhzsjdc6f,932427678
993,terra1lzqgh0v4u8s8x0pyuyefvgnzyh7cg2az4pzsvn,928488185
994,terra12wqc80pnvtw3asqzgevgs9jtl8emxqs4mca50k,926911657
995,terra16l08jllaee23xl4t4m74q0jjrx9uhf7mrlcj36,925982254
996,terra182yp5qh48f836s6mcf2k9r9mngdure6npt29ll,922771363
997,terra19pslkv9w9uvt5h3dk8ld5kypdg6qxvs3f27fss,919988480
998,terra1mvf945qc4pma7jhwf97esuszkv5ckfk56t6dmf,919645392
999,terra1v59nzp0frncxdjr90zgq5mrcdjky0rys3ejvdc,919339500
